sub1,sub2,sub3,sub4,sub5
863.2387691,-511.557931,-1208.151686,3.769047533,4144.9718
925.582444,-462.7189328,-1183.092273,0.638493629,4145.930268
866.6871874,-366.5633779,-1157.538754,-2.485316116,4146.880261
929.6153224,-239.9713039,-1131.50369,-5.602093502,4147.821765
948.9150612,-101.8586369,-1104.999643,-8.71155033,4148.754769
904.2221496,35.77116255,-1078.039174,-11.8133984,4149.67926
906.5789517,177.3380163,-1050.634844,-14.90734951,4150.595225
872.9338419,318.2858356,-1022.799214,-17.99311547,4151.502652
872.5488419,431.7548845,-994.5448473,-21.07040808,4152.401529
916.0233081,490.4480922,-965.8843034,-24.13893913,4153.291842
776.2683819,491.4966031,-936.8301444,-27.19842042,4154.17358
791.234468,459.712298,-907.3949315,-30.24856377,4155.046729
759.7151506,425.8638786,-877.591226,-33.28908096,4155.911278
678.8573806,418.7866796,-847.4315894,-36.3196838,4156.767213
606.0294491,453.7146956,-816.928583,-39.34008409,4157.614522
604.6101009,521.3014676,-786.0947681,-42.34999363,4158.453193
665.5024246,606.5561926,-754.9427062,-45.34912422,4159.283213
652.317209,691.3703674,-723.4849585,-48.33718766,4160.10457
440.6013212,745.7294108,-691.7340864,-51.31389576,4160.91725
287.8338161,739.0765535,-659.7026514,-54.2789603,4161.721242
291.6856989,656.583076,-627.4032146,-57.23209311,4162.516533
