IMF1,IMF2,IMF3,IMF4,IMF5,IMF6,IMF7,IMF8,IMF9,IMF10,IMF11,residual
-31.15667697,451.0575877,99.50531281,1951.966943,220.2339254,-57.51994161,17.911665,17.82825216,25.93772128,-51.53174462,49.66207486,3168.024881
-30.21394661,451.4767572,100.2669851,1966.927575,212.9087957,-59.34140436,21.81741296,13.77000268,9.531803681,-62.9349946,-45.39852675,3169.62954
-29.28680718,451.8339957,100.9114079,1982.30032,205.4233163,-59.95492068,28.38857485,8.381358405,-19.60660327,-14.27893796,-8.703712318,3171.222008
-28.35515872,452.1960907,101.6495226,1996.538658,197.7696061,-60.72085624,37.11680645,2.805897733,-30.26421924,11.19376,23.27582899,3172.814063
-27.41698251,452.5691606,102.5027946,2009.470933,189.9576122,-61.76008213,47.78565642,-3.124427361,-18.76251073,34.41728473,2.913742312,3174.406819
-26.49288659,452.8864354,103.2547182,2022.713676,181.9520561,-61.68310459,62.03262623,-9.908958043,-7.304526813,32.39373137,-10.82215748,3175.98839
-25.57874993,453.1615366,103.9486618,2035.945401,173.7508097,-60.76094367,79.82778026,-17.36843677,12.28000409,-8.864387028,-0.272856551,3177.56118
-24.63649664,453.5100644,104.9872074,2045.995358,165.5844463,-61.43094433,94.68478185,-23.32535722,19.91331762,-18.96464585,2.826013797,3179.146255
-23.6655497,453.933223,106.3767344,2052.799743,157.4660391,-63.7140377,106.3686574,-27.60126193,12.12458509,-4.132325705,2.900325237,3180.743868
-22.68152349,454.3842801,107.9521342,2057.668919,149.2822969,-66.60750334,118.0664621,-31.11105266,5.183434961,1.017718919,-4.490620728,3182.345454
